Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Body,8.17357455831758E-06,-8.19433772982188E-07,-0.00300170877774881,0,0,0,1.03985350556727,0.0013074898058424,3.36188956883995E-10,1.6052198943185E-07,0.00339179073259683,5.51431836645647E-09,0.00441758469225806,0,0,0,0,0,0,package://WalkBot4Leg/meshes/Body.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://WalkBot4Leg/meshes/Body.STL,,"4LegBody-1;Leg_Assembly-4/Servo_90DegConnector-1/ServoHolder90Deg-2;Leg_Assembly-4/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_CASE_B_DUMMY-1;Leg_Assembly-4/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_CASE_M_DUMMY-1;Leg_Assembly-4/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_CASE_F_DUMMY-1;Leg_Assembly-4/Servo_90DegConnector-1/ServoHolder90Deg-1;Leg_Assembly-3/Servo_90DegConnector-1/ServoHolder90Deg-2;Leg_Assembly-3/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_CASE_B_DUMMY-1;Leg_Assembly-3/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_CASE_M_DUMMY-1;Leg_Assembly-3/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_CASE_F_DUMMY-1;Leg_Assembly-3/Servo_90DegConnector-1/ServoHolder90Deg-1;Leg_Assembly-2/Servo_90DegConnector-1/ServoHolder90Deg-2;Leg_Assembly-2/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_CASE_M_DUMMY-1;Leg_Assembly-2/Servo_90DegConnector-1/ServoHolder90Deg-1;Leg_Assembly-2/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_CASE_B_DUMMY-1;Leg_Assembly-2/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_CASE_F_DUMMY-1;Leg_Assembly-1/Servo_90DegConnector-1/ServoHolder90Deg-2;Leg_Assembly-1/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_CASE_B_DUMMY-1;Leg_Assembly-1/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_CASE_M_DUMMY-1;Leg_Assembly-1/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_CASE_F_DUMMY-1;Leg_Assembly-1/Servo_90DegConnector-1/ServoHolder90Deg-1",Body_CS,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
FR1_Servo,6.63024617987423E-05,0.00017480111947784,-0.0318010030269155,0,0,0,0.0230007365895397,2.85194124414614E-06,-8.41838748723456E-11,-1.37683480361865E-09,3.38038527155297E-06,2.66636683877568E-09,1.0750315407539E-06,0,0,0,0,0,0,package://WalkBot4Leg/meshes/FR1_Servo.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://WalkBot4Leg/meshes/FR1_Servo.STL,,"Leg_Assembly-2/Servo_90DegConnector-1/ServoArm-2;Leg_Assembly-2/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_HORN_IDLE2_DUMMY-1;Leg_Assembly-2/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_HORN_DUMMY-1;Leg_Assembly-2/Servo_90DegConnector-1/ServoArm-1;Leg_Assembly-2/Servo_90DegConnector-2/ServoHolder90Deg-2;Leg_Assembly-2/Servo_90DegConnector-2/XL,XC-330-1/DC15_A01_CASE_B_DUMMY-1;Leg_Assembly-2/Servo_90DegConnector-2/XL,XC-330-1/DC15_A01_CASE_M_DUMMY-1;Leg_Assembly-2/Servo_90DegConnector-2/XL,XC-330-1/DC15_A01_CASE_F_DUMMY-1;Leg_Assembly-2/Servo_90DegConnector-2/ServoHolder90Deg-1",FR1_CS,FR1_AX,FR1,revolute,0.071,-0.05,-0.048856,0,0,0,Body,1,0,0,0.52,10.89,-1.5708,1.5708,,,,,,,,
FR2_Servo,9.42397503328474E-06,0.000235907986100521,-0.0319962115408565,0,0,0,0.0226043083522871,2.83878279589868E-06,-8.29162619229471E-11,-1.37858113386998E-09,3.27436167088692E-06,2.66811008456604E-09,1.11333471633781E-06,0,0,0,0,0,0,package://WalkBot4Leg/meshes/FR2_Servo.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://WalkBot4Leg/meshes/FR2_Servo.STL,,"Leg_Assembly-2/Servo_90DegConnector-2/ServoArm-2;Leg_Assembly-2/Servo_90DegConnector-2/XL,XC-330-1/DC15_A01_HORN_IDLE2_DUMMY-1;Leg_Assembly-2/Servo_90DegConnector-2/XL,XC-330-1/DC15_A01_HORN_DUMMY-1;Leg_Assembly-2/Servo_90DegConnector-2/ServoArm-1;Leg_Assembly-2/Servo_0DegConnector-1/ServoHolder0Deg-1;Leg_Assembly-2/Servo_0DegConnector-1/XL,XC-330-1/DC15_A01_CASE_B_DUMMY-1;Leg_Assembly-2/Servo_0DegConnector-1/XL,XC-330-1/DC15_A01_CASE_M_DUMMY-1;Leg_Assembly-2/Servo_0DegConnector-1/XL,XC-330-1/DC15_A01_CASE_F_DUMMY-1;Leg_Assembly-2/Servo_0DegConnector-1/ServoHolder0Deg-2",FR2_CS,FR2_AX,FR2,revolute,0,0,-0.047416,0,0,0,FR1_Servo,0,-1,0,0.52,10.89,-1.5708,1.5708,,,,,,,,
FR3_Servo,2.80851150669115E-09,8.14892709388171E-05,-0.0246574562466224,0,0,0,0.0161002375604621,1.4738916006442E-06,6.80558854091741E-14,-1.41793132680958E-13,1.7994604546192E-06,1.24376477956603E-12,1.23532312259261E-06,0,0,0,0,0,0,package://WalkBot4Leg/meshes/FR3_Servo.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://WalkBot4Leg/meshes/FR3_Servo.STL,,"Leg_Assembly-2/Servo_0DegConnector-1/ServoArm-1;Leg_Assembly-2/Servo_0DegConnector-1/XL,XC-330-1/DC15_A01_HORN_IDLE2_DUMMY-1;Leg_Assembly-2/Servo_0DegConnector-1/ServoArm-2;Leg_Assembly-2/Servo_0DegConnector-1/XL,XC-330-1/DC15_A01_HORN_DUMMY-1;Leg_Assembly-2/Foot_Assembly-1/foot_end-1;Leg_Assembly-2/Foot_Assembly-1/foot_mid-1;Leg_Assembly-2/Foot_Assembly-1/foot_end-2",FR3_CS,FR3_AX,FR3,revolute,0,0,-0.0474161341528267,0,0,0,FR2_Servo,0,-1,0,0.52,10.89,-1.5708,1.5708,,,,,,,,
FL1_Servo,6.63024617987423E-05,0.00017480111947786,-0.0318010030269155,0,0,0,0.0230007365895397,2.85194124414614E-06,-8.41838748722835E-11,-1.37683480361837E-09,3.38038527155296E-06,2.66636683877603E-09,1.0750315407539E-06,0,0,0,0,0,0,package://WalkBot4Leg/meshes/FL1_Servo.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://WalkBot4Leg/meshes/FL1_Servo.STL,,"Leg_Assembly-1/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_HORN_DUMMY-1;Leg_Assembly-1/Servo_90DegConnector-1/ServoArm-1;Leg_Assembly-1/Servo_90DegConnector-1/ServoArm-2;Leg_Assembly-1/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_HORN_IDLE2_DUMMY-1;Leg_Assembly-1/Servo_90DegConnector-2/ServoHolder90Deg-2;Leg_Assembly-1/Servo_90DegConnector-2/XL,XC-330-1/DC15_A01_CASE_B_DUMMY-1;Leg_Assembly-1/Servo_90DegConnector-2/XL,XC-330-1/DC15_A01_CASE_M_DUMMY-1;Leg_Assembly-1/Servo_90DegConnector-2/XL,XC-330-1/DC15_A01_CASE_F_DUMMY-1;Leg_Assembly-1/Servo_90DegConnector-2/ServoHolder90Deg-1",FL1_CS,FL1_AX,FL1,revolute,0.071,0.05,-0.048856,0,0,0,Body,1,0,0,0.52,10.89,-1.5708,1.5708,,,,,,,,
FL2_Servo,9.42397503331249E-06,0.000235907986100507,-0.0319962115408566,0,0,0,0.0226043083522871,2.83878279589868E-06,-8.29162619230321E-11,-1.37858113387105E-09,3.27436167088692E-06,2.66811008456623E-09,1.11333471633781E-06,0,0,0,0,0,0,package://WalkBot4Leg/meshes/FL2_Servo.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://WalkBot4Leg/meshes/FL2_Servo.STL,,"Leg_Assembly-1/Servo_90DegConnector-2/ServoArm-2;Leg_Assembly-1/Servo_90DegConnector-2/XL,XC-330-1/DC15_A01_HORN_IDLE2_DUMMY-1;Leg_Assembly-1/Servo_90DegConnector-2/XL,XC-330-1/DC15_A01_HORN_DUMMY-1;Leg_Assembly-1/Servo_90DegConnector-2/ServoArm-1;Leg_Assembly-1/Servo_0DegConnector-1/ServoHolder0Deg-1;Leg_Assembly-1/Servo_0DegConnector-1/ServoHolder0Deg-2;Leg_Assembly-1/Servo_0DegConnector-1/XL,XC-330-1/DC15_A01_CASE_B_DUMMY-1;Leg_Assembly-1/Servo_0DegConnector-1/XL,XC-330-1/DC15_A01_CASE_M_DUMMY-1;Leg_Assembly-1/Servo_0DegConnector-1/XL,XC-330-1/DC15_A01_CASE_F_DUMMY-1",FL2_CS,FL2_AX,FL2,revolute,0,0,-0.0474161341528266,0,0,0,FL1_Servo,0,-1,0,0.52,10.89,-1.5708,1.5708,,,,,,,,
FL3_Servo,2.80851150669115E-09,8.14892709388101E-05,-0.0246574562466224,0,0,0,0.0161002375604621,1.4738916006442E-06,6.80558844491914E-14,-1.41793131288249E-13,1.7994604546192E-06,1.24376477968061E-12,1.23532312259261E-06,0,0,0,0,0,0,package://WalkBot4Leg/meshes/FL3_Servo.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://WalkBot4Leg/meshes/FL3_Servo.STL,,"Leg_Assembly-1/Foot_Assembly-1/foot_end-1;Leg_Assembly-1/Foot_Assembly-1/foot_mid-1;Leg_Assembly-1/Foot_Assembly-1/foot_end-2;Leg_Assembly-1/Servo_0DegConnector-1/ServoArm-2;Leg_Assembly-1/Servo_0DegConnector-1/XL,XC-330-1/DC15_A01_HORN_DUMMY-1;Leg_Assembly-1/Servo_0DegConnector-1/XL,XC-330-1/DC15_A01_HORN_IDLE2_DUMMY-1;Leg_Assembly-1/Servo_0DegConnector-1/ServoArm-1",FL3_CS,FL3_AX,FL3,revolute,0,0,-0.0474161341528267,0,0,0,FL2_Servo,0,-1,0,0.52,10.89,-1.5708,1.5708,,,,,,,,
BR1_Servo,6.63024617987701E-05,0.00017480111947784,-0.0318010030269155,0,0,0,0.0230007365895397,2.85194124414614E-06,-8.41838748724024E-11,-1.37683480361918E-09,3.38038527155296E-06,2.66636683877558E-09,1.0750315407539E-06,0,0,0,0,0,0,package://WalkBot4Leg/meshes/BR1_Servo.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://WalkBot4Leg/meshes/BR1_Servo.STL,,"Leg_Assembly-4/Servo_90DegConnector-1/ServoArm-2;Leg_Assembly-4/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_HORN_IDLE2_DUMMY-1;Leg_Assembly-4/Servo_90DegConnector-1/XL,XC-330-1/DC15_A01_HORN_DUMMY-1;Leg_Assembly-4/Servo_90DegConnector-1/ServoArm-1;Leg_Assembly-4/Servo_90DegConnector-2/ServoHolder90Deg-1;Leg_Assembly-4/Servo_90DegConnector-2/ServoHolder90Deg-2;Leg_Assembly-4/Servo_90DegConnector-2/XL,XC-330-1/DC15_A01_CASE_F_DUMMY-1;Leg_Assembly-4/Servo_90DegConnector-2/XL,XC-330-1/DC15_A01_CASE_M_DUMMY-1;Leg_Assembly-4/Servo_90DegConnector-2/XL,XC-330-1/DC15_A01_CASE_B_DUMMY-1",BR1_CS,BR1_AX,BR1,revolute,-0.071,-0.05,-0.048856,0,0,0,Body,1,0,0,0.52,10.89,-1.5708,1.5708,,,,,,,,
BR2_Servo,9.42397503334025E-06,0.000235907986100507,-0.0319962115408566,0,0,0,0.0226043083522871,2.83878279589868E-06,-8.29162619231961E-11,-1.37858113386865E-09,3.27436167088693E-06,2.66811008456743E-09,1.11333471633782E-06,0,0,0,0,0,0,package://WalkBot4Leg/meshes/BR2_Servo.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://WalkBot4Leg/meshes/BR2_Servo.STL,,"Leg_Assembly-4/Servo_90DegConnector-2/XL,XC-330-1/DC15_A01_HORN_IDLE2_DUMMY-1;Leg_Assembly-4/Servo_90DegConnector-2/ServoArm-2;Leg_Assembly-4/Servo_90DegConnector-2/XL,XC-330-1/DC15_A01_HORN_DUMMY-1;Leg_Assembly-4/Servo_90DegConnector-2/ServoArm-1;Leg_Assembly-4/Servo_0DegConnector-1/ServoHolder0Deg-1;Leg_Assembly-4/Servo_0DegConnector-1/XL,XC-330-1/DC15_A01_CASE_B_DUMMY-1;Leg_Assembly-4/Servo_0DegConnector-1/XL,XC-330-1/DC15_A01_CASE_M_DUMMY-1;Leg_Assembly-4/Servo_0DegConnector-1/XL,XC-330-1/DC15_A01_CASE_F_DUMMY-1;Leg_Assembly-4/Servo_0DegConnector-1/ServoHolder0Deg-2",BR2_CS,BR2_AX,BR2,revolute,0,0,-0.0474161341528266,0,0,0,BR1_Servo,0,-1,0,0.52,10.89,-1.5708,1.5708,,,,,,,,
BR3_Servo,2.80851152056893E-09,8.14892709388032E-05,-0.0246574562466224,0,0,0,0.0161002375604621,1.4738916006442E-06,6.80558846871444E-14,-1.41793131387294E-13,1.7994604546192E-06,1.24376478037032E-12,1.23532312259261E-06,0,0,0,0,0,0,package://WalkBot4Leg/meshes/BR3_Servo.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://WalkBot4Leg/meshes/BR3_Servo.STL,,"Leg_Assembly-4/Servo_0DegConnector-1/ServoArm-1;Leg_Assembly-4/Servo_0DegConnector-1/XL,XC-330-1/DC15_A01_HORN_IDLE2_DUMMY-1;Leg_Assembly-4/Servo_0DegConnector-1/XL,XC-330-1/DC15_A01_HORN_DUMMY-1;Leg_Assembly-4/Servo_0DegConnector-1/ServoArm-2;Leg_Assembly-4/Foot_Assembly-1/foot_end-1;Leg_Assembly-4/Foot_Assembly-1/foot_mid-1;Leg_Assembly-4/Foot_Assembly-1/foot_end-2",BR3_CS,BR3_AX,BR3,revolute,0,0,-0.0474161341528267,0,0,0,BR2_Servo,0,-1,0,0.52,10.89,-1.5708,1.5708,,,,,,,,
